,title,content
3302,嵌入式软件工程师,熟悉嵌入式开发环境/熟悉Linux嵌入式操作系统/熟悉各种通用接口/熟悉TCP/熟练掌握C/熟悉常用设备驱动开发/精通Linux/熟练使用C/熟悉ARM体系结构
3303,Android系统工程师,精通Android系统架构及相关技术/精通java语言/熟悉C/熟悉软件开发流程
3304,web开发工程师,熟悉W3C标准/熟悉跨浏览器兼容调试/熟悉Javascript/熟悉一种/熟悉MVC三层体系架构/了解计算机网络/了解用户体验
3305,软件工程师,熟练使用C语言进行开发/了解汽车行业标准
3306,IoT云平台架构师,精通物联网技术原理
3307,全栈工程师,熟悉HTML/熟悉较新的ECMA规范/熟悉HTTP/熟悉JavaScript/熟悉至少一种框架/熟悉搜索引擎/熟悉基于Docker的部署/熟悉一种CI工具
3308,自动驾驶算法工程师,熟练使用Matlab/熟悉常用的图像处理算法
3309,物流仿真工程师,熟练掌握
3310,需求分析师,熟练使用Word/熟练使用
3311,前端开发工程师,精通JavaScript/掌握React/熟练掌握/熟练使用/熟悉ES6语法/熟练使用Git等版本控制工具
3312,软件架构师,熟悉OO/掌握常用的框架设计原理/熟悉业务抽象和数据模型设计/熟悉JVM原理/精通主流消息中间件技术/熟练应用/熟悉大数据处理技术
3313,Android开发工程师,熟悉Android开发平台及框架原理/熟练运用/熟悉Android开发技术/熟悉Android开发/熟悉设计模式
3314,嵌入式软件工程师,熟练使用C/熟悉嵌入式linux系统/熟悉Linux环境的多任务编程/熟练使用Eclipse开发工具
3315,大数据仓库工程师,了解电力大数据业务/掌握业界技术动向/熟悉Hadoop/熟悉OLAP工具和数据分析技能/精通一门以上脚本语言/熟悉Linux
3316,.NET开发工程师,精通C#/精通微软MVC开发框架/熟悉各种设计模式/了解.net平台下的经典开源框架/掌握相关知识技能/了解公司和产品
3317,Java开发工程师,熟悉Java语言/熟练掌握Java/熟悉Java/熟练运用Spring/熟悉MySQL/熟练掌握SQL优化/熟练使用html
3318,Java架构师,精通java常用开发框架/了解软件工程/熟悉软件开发流程及开发模式/精通MVC设计模式和设计原则/精通分布式/熟练Tomcat/熟悉各类常用数据库/熟练编写sql语句/熟悉redis缓存
3319,Java开发工程师,熟悉Java/熟悉Oracle/熟练使用sql进行数据检索/熟悉掌握SVN/熟悉面向对象编程
3320,网络安全开发工程师,熟悉计算机网络
3321,C#.NET开发工程师,熟悉NET平台上的开发技术/熟悉SQL语法/熟悉.net等相关web技术/熟悉GIS
3322,Android开发工程师,精通JAVA语言
3323,嵌入式软件工程师,精通C程序设计/熟练掌握ARM系列单片机的软硬件开发/熟悉汇编语言/熟悉AD等软件
3324,Java开发工程师,熟悉工作流的概念4.项目长期稳定
3325,PHP开发工程师,精通ThinkPHP框架/熟练运用JavaScript/精通MYSQL数据库/掌握不同引擎的特性/熟悉团队开发的协作方式
3326,Java系统架构师,熟悉微服务/熟悉各种消息中间件/熟悉搜索引擎/精通主流开源框架/了解原理和机制/熟练掌握Oracle/熟悉Linux平台/熟悉常用UML与设计模式/熟悉软件开发规范/掌握多线程及高性能的设计与编码
3327,深度学习工程师,了解机器学习算法及优化技术/熟悉常见开发框架能独立编写程序代码/熟练阅读英文技术文档
3328,BI报表工程师,熟悉MySQL数据库/熟练运用SQL语言/熟练使用
3329,软件开发工程师,熟悉视频编解码/熟悉音频编解码/精通python/熟悉linux编译/了解需求
3330,嵌入式软件工程师,熟悉Keil等设计工具
3331,Web前端开发工程师,熟悉html5/熟悉JS/熟悉Vue/熟悉PHP
3332,协议栈开发工程师,精通c语言/熟悉OS
3333,数据库工程师,掌握SQL/精通SQL语法/熟悉Linux命令行脚本/掌握一门脚本编程语言/熟练阅读英语技术文档
3334,大数据开发工程师,精通Java编程/熟悉常用的数据结构和算法/熟悉常用的设计模式/熟练使用大数据生态系统的开源组件/熟悉其技术原理/熟悉传统数据仓库的架构及实现
3335,实景建模数据处理工程师,熟练使用至少一种航测处理软件/熟练使用
3336,软件工程师,精通C++语言/熟悉Windows软件开发/熟悉图形绘制/熟悉MFC/熟悉MFC/熟悉串口/熟悉Windows/熟悉常用数据结构和算法/熟练使用Git/熟悉软件开发流程
3337,智能家具研发工程师,熟悉WIFI底层数据结构/了解通信协议与人机交互方面的开发
3338,ERP实施工程师,了解财务及供应链相关专业知识/熟悉数据库SQL开发及EAS接口开发
3339,Java开发工程师,熟悉JAVA开发框架/熟悉linux开发环境/熟悉面向对象的编程思想和设计模式/熟练掌握MySql数据库/掌握JSDK/精通JAVA/熟悉多线程编程/熟练掌握AJAX/了解UML
3340,图像算法工程师,精通图像处理及深度学习常用算法原理/熟悉实现方式/熟悉C
3341,Python开发工程师,熟悉至少一种主流Web应用框架/掌握数据库的相关知识/熟悉至少一种关系型数据库
3342,oracle数据库工程师,熟悉linux系统管理和维护/熟悉oracle数据库的安装及维护
3343,嵌入式系统工程师,熟练掌握C语言编程
3344,IT开发工程师,熟练掌握C/熟悉一种关系数据库/熟练进行应用开发/熟练的编写SQL语句/了解并能够应用HTML
3345,微电网研发工程师,熟悉分布式能源及微电网相关技术/了解微电网能量调度策略/熟悉电力系统
3346,IT工程师,熟悉华为及VMware等虚拟化技术/熟悉Linux系统操作及维护
3347,BI报表开发工程师,精通主流BI类产品的使用/熟练进行分析设计和报表开发工作/精通数据可视化
3348,Java资深开发工程师,熟悉设计模式/熟悉并发编程
3349,嵌入式工程师,熟悉嵌入式系统开发及调试工具/熟悉ARM平台/熟悉Linux
3350,FPGA工程师,熟练使用
3351,ERP开发工程师,熟练oracle/熟练使用JAVA/熟悉Oracle/熟悉Oracle数据库开发
3352,BMS系统开发工程师,熟练掌握C语言
3353,MES工程师,了解MES软硬件架构和功能/熟悉项目管理流程
3354,安卓开发工程师,掌握Android
3355,ERP实施工程师,熟悉并有深刻理解/熟悉财务知识/熟悉制造业生产/熟练的业务流程分析及设计能力/熟悉SQL语法及数据库知识
3356,数据分析工程师,熟悉数据库系统/了解数据仓库及数据分析相关技术/熟练Oracle及其它数据库系统/熟练使用SQL对数据库进行操作和编程/掌握Java语言并了解J2EE架构/掌握J2EE
3357,计算机教师,熟练掌握C++
3358,流媒体开发工程师,熟练掌握golang/精通多进程/熟悉socket/熟悉流媒体相关技术协议/熟悉GB28181协议/熟悉H5视频播放技术/熟悉mysql数据库
3359,嵌入式软件工程师,熟悉C/熟悉嵌入式产品软件开发过程/熟悉UART
3360,游戏运维工程师,熟练使用shell/精通mysql
3361,软件开发工程师,了解机器视觉/精通数字图像分析与处理算法/精通C++
3362,软件工程师,精通Labview开发软件/熟悉数据库/熟悉各类工业通讯接口
3363,软件研发工程师,掌握C#编程语言/掌握MySQL数据库的性能管理及优化
3364,.NET开发工程师,熟悉C#/精通设计模式并能灵活应用
3365,Java开发工程师,熟悉面向对象设计思想/熟练使用主流开源框架/熟悉JavaScript/熟练使用主流应用服务器/熟悉常用数据库/熟练使用存储过程/熟练使用开发工具
3366,iOS开发工程师,熟练运用常用的设计模式/精通iOS平台开发技术/熟悉iOS开发调试工具和性能分析工具/了解Cocoa/熟悉OpenGLES
3367,IOS开发工程师,熟悉iOS系统架构/熟练掌握objective-c
3368,云产品开发工程师,熟悉J2EE架构/熟悉ORACLE/熟悉主流应用服务器和开发工具
3369,Java开发工程师,精通Java语言/熟练掌握Spring/熟悉linux或Docker/掌握Mysql/熟练编写SQL语句/了解Spring
3370,数据中心系统设计工程师,熟悉数据中心等集成项目/熟练使用办公软件
3371,Linux软件开发工程师,精通C/精通Linux环境编程/熟悉Linux下应用程序开发/熟练掌握Linux下网络编程
3372,UI设计师,精通各类设计软件
3373,Vmware工程师,精通Vmware整体架构/熟悉Linux/熟悉TCP/熟悉虚拟化技术/精通服务器技术
3374,Android开发工程师,熟练掌握/熟悉常用设计模式
3375,网络架构师,熟悉网络知识
3376,？软件视觉工程师,熟练C/熟悉OpenCV
3377,iOS开发工程师,掌握objective-c/熟悉iOS框架及其特性/熟练使用iOS的各种UI组件
3378,Android开发工程师,熟悉Android/熟悉Android移动终端开发技术/掌握Android各种UI布局和控件/熟练自定义UI控件/熟练使用/熟练掌握HTTP及Socket编程
3379,软件工程师,精通PHP语言/熟悉LAMP体系的开发/熟悉Linux操作系统/熟悉Apache系统配置/熟悉JavaScript和CSS/精通XML/熟悉数据库/精通SQL和数据结构/熟悉Linux/熟悉Apache
3380,游戏架构师,熟悉网络游戏的数值规律/熟练使用
3381,Java开发工程师,熟悉常用数据结构/熟悉Java/熟悉sql语言/熟练掌握oracle/熟悉Eclipse/了解linux命令/了解常见web中间件的安装配置/了解面对对象编程思想/掌握新知识
3382,APP开发工程师,熟悉Android平台架构/熟悉Eclipse/熟悉常用第三方框架使用/熟悉Android的基本组件使用/熟练使用Android各种布局与控件/掌握Android下蓝牙及无线通信
3383,惯性及组合导航算法工程师,熟练使用MATLAB进行建模及仿真/熟练使用C语言/精通惯性组合导航算法/熟悉IM/熟练阅读和查阅国内外文献资料的能力
3384,Java开发工程师,精通java语言/熟悉MVC体系的开发/熟悉Linux操作系统/熟悉Apache系统配置/熟悉JavaScript和CSS/精通XML/熟悉数据库/精通SQL和数据结构/熟悉Linux/熟悉Apache
3385,Java开发工程师,精通JAVA主流框架/掌握面向对象编程思想/熟悉mysql
3386,资深软件测试工程师,熟悉性能测试流程/熟悉掌握/熟悉Linux系统/掌握Java/熟悉数据库基本操作/熟悉HTTP
3387,图像处理算法工程师,熟练使用Python/熟练掌握C/精通数据结构
3388,Web全栈工程师,熟悉Java开发语言/熟悉spring/熟悉前端MVVM开发框架/熟悉软件开发/熟悉常用的数据库/熟悉spring
3389,Android开发工程师,熟练掌握java技术/熟悉C++从优/熟悉面向对象编程设计/熟悉Android下网络通信机制
3390,软件工程师,熟悉Windows等嵌入式系统开发/了解实时操作系统和网络原理及编程/熟练使用
3391,软件工程师,熟悉VS和QT开发平台/熟悉网络编程
3392,Java开发工程师,精通Java语言/熟悉Spring/熟悉关系型数据库的使用/熟悉常见服务端技术问题的解决方案/了解spring
3393,视觉算法工程师,精通Labview/熟悉Oracle/熟悉相机
3394,Node.js后端工程师,掌握丰富的npm库/熟悉分布式/精通一种关系型数据库/熟练使用/了解数据可视化相关框架
3395,系统架构师,精通JAVA/熟悉缓存/精通MySql/熟悉分布式系统设计
3396,嵌入式软件工程师,掌握电子行业专业英语/熟练阅读相关器件英文数据文档/熟悉C/熟悉产品研发流程/熟悉一种
3397,数据工程师,熟悉Web/熟悉HTTP/熟悉常用命令
3398,嵌入式软件开发工程师,熟悉一种/熟练阅读英文技术文档
3399,PAAS架构工程师,熟悉Linux系统/熟悉基于Docker的技术体系/熟悉C/熟悉周边生态掌握分布式系统原理
3400,算法工程师,熟练掌握机器学习基本算法/熟练掌握统计学基本方法/掌握python语言及机器学习算法
3401,ETL工程师,精通SQL/熟悉Oracle/熟练使用/熟悉Linux系统
3402,前端开发工程师,熟练使用HTML5/熟练使用/熟悉React/熟练使用HTML5新标签/熟练使用DIV+CSS布局/熟悉使用W3C标准/熟练使用webpack/熟悉php+mysql
3403,资深后台开发工程师,熟悉Git/精通Java语言开发/精通后台开发能力/熟悉主流数据库
3404,Java开发工程师,掌握Spring/熟悉Spring/熟悉Netty/熟悉MQ/熟悉Hbase
3405,电机控制研发工程师,熟练使用C语言或汇编语言
3406,搜索开发工程师,精通IO/熟悉常用相关度算法/熟悉Linux平台下常用命令操作
3407,Android开发工程师,熟练使用/熟练使用常用的第三方SDK
3408,系统集成工程师,熟悉linux各类命令与操作
3409,产品化开发工程师,熟悉Linux系统管理及优化/熟悉Linux内核/熟悉KVM+qemu系统运行环境
3410,全栈开发工程师,精通JavaScript/熟悉MySql/熟练掌握Java/熟悉Java语言的编程工具/熟悉springboot框架/熟练使用Struts/熟练使用Tomcat/熟练使用Linux系统/掌握常用命令/熟练掌握docker的基本知识
3411,机器人导航控制工程师,精通C/熟悉Linux
3412,大数据工程师,熟悉Oracle或Hadoop数据库/熟练掌握Java
3413,开发工程师,熟悉常见的数据结构/熟悉Java
3414,SAP运维工程师,熟悉SAP系统的相关业务流程
3415,Android开发工程师,熟练掌握Java/了解或熟悉kotlin
3416,ERP实施工程师,熟悉财务或供应链或生产制造管理实务
3417,软件实施工程师,熟悉餐饮行业SASS系统/熟练使用office/了解网络环境的搭建/熟悉网络/掌握基本的SQL语句的使用/熟悉数据库日常操作和安全措施
3418,java开发工程师,熟练掌握/熟练掌握主流开源框架/熟练掌握关系型数据库/熟练使用SQL语句/熟悉redis/熟悉Linux环境及常用命令/熟悉Web前端技术及框架
3419,全栈工程师,精通java/熟练使用oracle/精通面向对象分析和设计技术/熟悉网络编程/精通HTML/精通CSS/熟悉JavaScript/了解ECMAScript基础内容
3420,Web工程师,精通HTML5/精通面向对象/精通JQuery
3421,嵌入式软件工程师,精通步进电机运动控制/精通一类嵌入式操作系统下软件开发/熟悉了解
3422,Android开发工程师,熟悉Android框架常规特性/掌握Android开发相关技术
3423,算法工程师,熟悉图像处理/熟练应用
3424,Java开发工程师,熟悉springboot/熟悉java微服务开发/熟练掌握/熟悉过了解主流图形数据库neo4j/熟悉webgis有相关开发经验
3425,Java开发工程师,精通Java/了解MongoDB/熟悉linux系统/熟练操作
3426,二次开发工程师,熟悉常用的相关设计软件/精通一种/熟悉常用数据结构和算法
3427,.NET开发工程师,熟悉常用算法/熟悉C/熟练掌握WinForm开发技能/熟练开发多线程异步客户端程序
3428,软件工程师,熟悉自动化控制
3429,软件工程师,熟悉制造业业务流程/熟练掌握js/掌握vue/熟练掌握mysql/熟练使用linux操作系统
3430,推荐算法工程师,掌握常用的数据挖掘和机器学习算法/熟练掌握Java
